date,score,band,vix,mxn,spx,carry,mxnvol,move,btc,curve,gold,stretch,dScore5,carry,curve,fwd1,fwd5,fwd10
2025-03-26,48.2,DEFENSIVE,44.8,51.0,20.3,73.9,51.8,58.4,43.2,58.0,53.5,-2.30,-10.0,5.17,0.37,1.123,1.479,4.015
2025-03-27,43.4,DEFENSIVE,42.6,18.1,40.4,73.9,48.7,58.7,53.5,60.7,12.8,0.33,-0.1,5.17,0.41,0.123,0.006,0.378
2025-03-28,37.0,DEFENSIVE,26.2,46.0,8.1,66.7,48.6,53.1,19.2,58.7,21.1,0.68,-12.1,4.67,0.38,0.484,-1.725,1.541
2025-03-31,42.9,DEFENSIVE,23.2,34.7,66.4,66.7,48.2,48.7,28.7,56.0,15.3,1.77,-16.4,4.67,0.34,0.461,1.186,-0.507
2025-04-01,47.6,DEFENSIVE,25.6,34.3,62.0,66.7,47.9,45.4,78.1,53.3,54.5,2.86,-11.1,4.67,0.30,-0.712,1.087,-1.925
2025-04-02,50.6,CONSTRUCTIVE,26.8,73.9,70.2,66.7,46.8,43.8,22.0,52.7,25.3,1.40,2.4,4.67,0.29,-0.345,2.498,-0.998
2025-04-03,39.3,DEFENSIVE,4.2,62.4,0.2,66.7,49.9,38.4,57.3,56.7,89.7,0.79,-4.1,4.67,0.35,-1.610,0.371,-1.693
2025-04-04,42.6,DEFENSIVE,0.1,90.1,0.1,66.7,46.2,26.7,59.0,55.3,98.7,-2.09,5.6,4.67,0.33,3.459,3.323,-0.085
2025-04-07,27.3,RISK-OFF,0.1,0.9,42.8,66.7,27.7,18.8,9.1,61.3,96.2,2.79,-15.6,4.67,0.42,0.363,-1.673,-4.454
2025-04-08,27.3,RISK-OFF,0.0,38.0,13.7,66.7,28.1,17.3,17.5,70.0,29.4,3.12,-20.3,4.67,0.55,0.675,-2.979,-5.225
2025-04-09,43.0,DEFENSIVE,1.7,28.4,100.0,66.7,27.6,24.4,96.3,62.0,0.9,3.79,-7.6,4.67,0.43,-2.413,-3.411,-5.816
2025-04-10,34.9,DEFENSIVE,0.3,96.5,1.9,66.7,21.0,24.7,21.2,70.7,0.7,0.52,-4.4,4.67,0.56,1.283,-2.057,-3.608
2025-04-11,37.0,DEFENSIVE,0.7,15.0,87.4,66.7,19.3,18.8,85.6,68.0,4.4,1.65,-5.6,4.67,0.52,-1.543,-3.298,-5.144
2025-04-14,50.0,CONSTRUCTIVE,3.9,88.3,70.0,66.7,17.4,21.8,62.6,69.3,68.7,-0.01,22.7,4.67,0.54,-0.971,-2.828,-3.470
2025-04-15,41.8,DEFENSIVE,5.4,77.1,45.6,66.7,16.7,29.2,40.6,67.3,34.8,-0.90,14.4,4.67,0.51,0.227,-2.314,-2.688
2025-04-16,29.2,RISK-OFF,3.7,42.6,8.4,66.7,17.1,31.8,54.3,68.0,0.8,-0.80,-13.8,4.67,0.52,-1.044,-2.490,-2.665
2025-04-17,47.4,DEFENSIVE,7.4,79.7,53.3,66.7,16.2,36.0,59.9,68.7,68.4,-1.65,12.5,4.67,0.53,0.000,-1.583,-1.579
2025-04-21,32.3,DEFENSIVE,3.6,50.0,8.8,66.7,15.8,24.6,78.8,78.0,1.6,-1.66,-4.7,4.67,0.67,-1.065,-1.909,-1.533
2025-04-22,54.8,CONSTRUCTIVE,6.3,81.8,89.9,66.7,14.3,32.7,93.5,76.7,54.6,-2.42,4.8,4.67,0.65,-0.447,-0.661,-0.153
2025-04-23,50.2,CONSTRUCTIVE,10.5,64.2,82.8,66.7,9.8,34.3,52.5,72.7,98.6,-2.76,8.4,4.67,0.59,0.047,-0.382,0.150
2025-04-24,45.2,DEFENSIVE,17.4,48.4,87.8,66.7,6.0,41.9,52.6,70.0,12.1,-2.68,16.0,4.67,0.55,-0.124,-0.180,-0.109
2025-04-25,48.7,DEFENSIVE,24.2,54.2,67.2,66.7,6.3,44.3,58.1,70.0,85.0,-2.93,1.3,4.67,0.55,-0.331,0.005,-0.415
2025-04-28,43.4,DEFENSIVE,22.8,61.1,51.5,66.7,6.2,40.3,52.9,70.7,17.7,-3.96,11.1,4.67,0.56,0.194,0.384,-0.479
2025-04-29,43.6,DEFENSIVE,25.0,43.4,63.5,66.7,7.0,38.2,42.3,69.3,60.2,-3.51,-11.3,4.67,0.54,-0.168,0.511,0.175
2025-04-30,44.5,DEFENSIVE,22.8,55.9,53.5,66.7,7.0,38.0,49.1,71.3,60.1,-3.60,-5.7,4.67,0.57,0.250,0.534,-0.753
2025-05-01,47.7,DEFENSIVE,23.3,41.2,66.3,66.7,7.2,42.9,74.4,70.0,95.8,-3.88,2.6,4.67,0.55,0.061,0.072,-1.051
2025-05-02,48.0,DEFENSIVE,27.7,47.8,82.9,66.7,7.4,48.6,54.7,66.7,31.9,-4.14,-0.8,4.67,0.50,0.047,-0.419,-0.661
2025-05-05,36.7,DEFENSIVE,23.4,48.2,35.2,66.7,7.5,45.6,26.8,68.7,6.1,-5.07,-6.7,4.67,0.53,0.322,-0.859,-0.810
2025-05-06,36.5,DEFENSIVE,20.0,37.9,32.4,66.7,7.4,44.0,70.9,68.0,3.6,-4.06,-7.1,4.67,0.52,-0.145,-0.334,-1.974
2025-05-07,47.2,DEFENSIVE,23.2,56.1,60.2,66.7,9.0,50.1,52.3,65.3,71.4,-3.74,2.6,4.67,0.48,-0.211,-1.280,-1.910
2025-05-08,54.9,CONSTRUCTIVE,27.5,59.3,63.5,66.7,27.4,51.3,92.5,64.7,93.7,-4.26,7.2,4.67,0.47,-0.430,-1.122,-1.205
2025-05-09,47.8,DEFENSIVE,29.4,67.3,48.3,66.7,28.3,49.6,47.4,66.0,22.9,-4.59,-0.2,4.67,0.49,-0.395,-0.242,-1.012
2025-05-12,61.5,CONSTRUCTIVE,45.4,65.9,95.7,66.7,30.8,47.2,48.4,64.7,96.0,-6.02,24.8,4.67,0.47,0.853,0.049,-1.009
2025-05-13,48.6,DEFENSIVE,46.2,20.3,66.7,66.7,43.1,49.9,63.2,64.7,36.1,-1.37,12.1,4.67,0.47,-1.093,-1.645,-1.809
2025-05-14,59.6,CONSTRUCTIVE,44.2,86.1,52.4,66.7,49.2,49.3,43.8,65.3,84.1,-3.84,12.4,4.67,0.48,-0.052,-0.638,-0.041
2025-05-15,53.9,CONSTRUCTIVE,48.3,52.2,59.6,66.7,57.2,51.3,52.3,66.0,22.1,-3.48,-1.0,4.67,0.49,0.456,-0.084,-0.428
2025-05-16,53.0,CONSTRUCTIVE,51.4,30.8,65.9,59.6,56.6,53.2,47.2,63.3,73.9,-1.70,5.2,4.17,0.45,-0.104,-0.772,-0.251
2025-05-19,53.2,CONSTRUCTIVE,46.7,54.6,52.0,59.6,56.8,46.3,73.1,66.0,23.9,-1.68,-8.3,4.17,0.49,-0.855,-1.057,-1.331
2025-05-20,56.2,CONSTRUCTIVE,46.9,83.1,40.1,59.6,57.7,48.7,63.4,67.3,21.4,-3.44,7.6,4.17,0.51,-0.081,-0.167,-0.314
2025-05-21,46.7,DEFENSIVE,33.1,53.6,15.8,59.6,56.5,47.9,84.2,72.0,33.2,-3.53,-12.9,4.17,0.58,0.506,0.601,-0.363
2025-05-22,48.5,DEFENSIVE,35.4,27.7,49.0,59.6,58.9,50.5,75.5,69.3,60.6,-1.83,-5.4,4.17,0.54,-0.236,-0.344,-1.113
2025-05-23,43.2,DEFENSIVE,25.6,60.8,35.2,59.6,60.0,49.1,8.1,67.3,14.6,-2.16,-9.8,4.17,0.51,-0.391,0.525,-1.157
2025-05-27,63.6,CONSTRUCTIVE,42.0,67.4,87.7,59.6,60.5,52.0,69.6,67.3,83.3,-2.90,10.4,4.17,0.51,0.037,-0.277,-1.080
2025-05-28,49.0,CONSTRUCTIVE,40.1,48.3,36.9,59.6,63.7,56.6,36.1,67.3,53.5,-2.66,-7.2,4.17,0.51,0.688,-0.148,-1.007
2025-05-29,46.1,DEFENSIVE,41.4,21.7,60.2,59.6,61.2,57.1,24.8,67.3,35.8,-0.82,-0.6,4.17,0.51,-0.439,-0.958,-2.518
2025-05-30,55.7,CONSTRUCTIVE,44.1,69.4,49.8,59.6,60.7,57.7,31.2,68.0,66.8,-1.64,7.2,4.17,0.52,0.634,-0.772,-2.160
2025-06-02,48.7,DEFENSIVE,45.5,21.8,61.5,59.6,58.4,54.2,71.6,68.0,11.7,-0.11,5.5,4.17,0.52,-1.186,-1.673,-2.444
2025-06-03,62.5,CONSTRUCTIVE,49.0,91.0,67.4,59.6,52.6,50.0,44.9,66.7,62.4,-2.34,-1.1,4.17,0.50,0.167,-0.804,-1.401
2025-06-04,49.8,CONSTRUCTIVE,49.4,41.9,50.2,59.6,52.4,53.0,41.6,66.7,36.3,-2.04,0.8,4.17,0.50,-0.130,-0.861,-1.066
2025-06-05,48.6,DEFENSIVE,44.7,56.2,33.5,59.6,52.5,55.2,15.9,65.3,63.1,-2.05,2.5,4.17,0.48,-0.251,-1.575,-0.932
2025-06-06,63.6,CONSTRUCTIVE,54.2,62.7,79.1,59.6,53.3,60.0,82.2,64.7,65.7,-2.45,7.9,4.17,0.47,-0.280,-1.399,0.308
2025-06-09,59.1,CONSTRUCTIVE,51.9,64.1,52.9,59.6,53.2,57.2,94.7,65.3,44.6,-2.78,10.4,4.17,0.48,-0.313,-0.785,-0.138
2025-06-10,59.3,CONSTRUCTIVE,53.1,66.0,67.1,59.6,53.1,58.5,49.6,64.0,56.5,-3.60,-3.2,4.17,0.46,0.110,-0.601,-0.242
2025-06-11,49.6,CONSTRUCTIVE,51.3,44.1,40.8,59.6,53.3,60.3,31.3,64.7,49.8,-2.93,-0.2,4.17,0.47,-0.848,-0.206,-0.840
2025-06-12,57.1,CONSTRUCTIVE,47.1,86.0,62.2,59.6,51.1,60.6,21.5,64.0,19.7,-4.50,8.6,4.17,0.46,-0.073,0.653,-0.097
2025-06-13,43.9,DEFENSIVE,32.2,53.9,17.1,59.6,55.8,54.6,52.0,63.3,23.7,-4.49,-19.8,4.17,0.45,0.342,1.731,-0.445
2025-06-16,54.5,CONSTRUCTIVE,41.1,33.0,78.7,59.6,59.3,56.4,59.1,66.0,67.4,-3.33,-4.7,4.17,0.49,-0.129,0.651,-1.107
2025-06-17,44.5,DEFENSIVE,28.5,56.7,24.3,59.6,59.3,52.8,23.8,63.3,55.2,-3.25,-14.8,4.17,0.45,0.508,0.362,-0.980
2025-06-18,45.9,DEFENSIVE,35.8,24.8,49.0,59.6,59.0,56.2,53.7,62.7,48.3,-1.89,-3.7,4.17,0.44,0.006,-0.635,-1.345
2025-06-20,48.3,DEFENSIVE,33.1,49.7,42.9,59.6,58.9,59.6,30.0,65.3,61.2,-1.86,-8.8,4.17,0.48,0.997,-0.745,-2.177
2025-06-23,48.9,DEFENSIVE,37.0,9.2,77.0,59.6,56.6,54.9,77.1,66.7,45.2,0.97,5.1,4.17,0.50,-0.723,-2.139,-2.950
2025-06-24,65.7,CONSTRUCTIVE,50.1,82.9,81.0,59.6,54.2,57.2,55.6,70.0,78.1,-0.84,11.3,4.17,0.55,-0.417,-1.747,-2.406
2025-06-25,59.1,CONSTRUCTIVE,54.2,71.3,50.0,59.6,55.2,58.5,65.3,70.0,45.1,-1.76,14.5,4.17,0.55,-0.491,-1.337,-1.938
2025-06-26,62.4,CONSTRUCTIVE,55.1,75.2,74.8,59.6,54.6,60.2,44.9,70.7,46.7,-2.65,16.5,4.17,0.56,-0.105,-0.714,-1.573
2025-06-27,59.5,CONSTRUCTIVE,56.4,56.0,66.3,52.4,55.0,61.6,51.7,70.7,79.1,-2.65,11.2,3.67,0.56,-0.422,-1.443,-1.172
2025-06-30,59.6,CONSTRUCTIVE,54.3,72.9,66.1,52.4,54.6,59.5,50.7,68.0,39.5,-3.32,10.7,3.67,0.52,-0.326,-0.829,-0.270
2025-07-01,53.6,CONSTRUCTIVE,53.7,68.7,46.4,52.4,57.7,56.4,28.4,65.3,29.5,-3.67,-12.1,3.67,0.48,-0.001,-0.671,0.340
2025-07-02,58.6,CONSTRUCTIVE,55.0,50.0,65.6,52.4,58.0,58.4,86.4,68.0,44.1,-3.44,-0.5,3.67,0.52,0.138,-0.609,-0.102
2025-07-03,58.7,CONSTRUCTIVE,56.9,41.8,78.5,52.4,60.7,63.3,60.1,64.7,58.5,-3.19,-3.7,3.67,0.47,-0.839,-0.866,-0.059
2025-07-07,54.7,CONSTRUCTIVE,48.2,88.5,21.6,52.4,63.9,61.1,31.8,66.7,49.7,-4.48,-4.8,3.67,0.50,0.199,0.276,0.532
2025-07-08,53.3,CONSTRUCTIVE,54.3,37.7,47.1,52.4,63.8,61.5,59.2,68.0,63.6,-3.74,-6.3,3.67,0.52,-0.166,0.563,0.068
2025-07-09,63.1,CONSTRUCTIVE,59.6,60.3,72.4,52.4,63.8,64.9,81.8,65.3,47.1,-3.81,9.5,3.67,0.48,0.061,1.017,0.170
2025-07-10,60.2,CONSTRUCTIVE,60.6,46.1,61.4,52.4,63.7,67.3,94.8,66.0,46.2,-3.67,1.6,3.67,0.49,-0.121,0.510,-0.468
2025-07-11,54.9,CONSTRUCTIVE,56.8,58.0,35.3,52.4,63.8,63.9,71.4,68.7,25.9,-3.58,-3.8,3.67,0.53,0.303,0.814,-0.337
2025-07-14,53.6,CONSTRUCTIVE,51.9,30.3,56.1,52.4,63.1,59.0,80.3,68.7,52.7,-2.99,-1.1,3.67,0.53,0.486,0.256,-0.828
2025-07-15,45.0,DEFENSIVE,50.7,21.5,33.3,52.4,61.6,60.7,22.7,70.0,63.6,-1.40,-8.4,3.67,0.55,0.285,-0.492,-0.007
2025-07-16,53.4,CONSTRUCTIVE,52.1,31.9,63.6,52.4,64.5,60.1,62.5,72.0,34.9,-0.30,-9.7,3.67,0.58,-0.441,-0.839,-0.290
2025-07-17,64.4,CONSTRUCTIVE,56.1,76.4,72.7,52.4,63.6,63.8,57.2,70.7,58.3,-1.70,4.3,3.67,0.56,0.181,-0.973,0.663
2025-07-18,51.8,CONSTRUCTIVE,56.8,38.3,49.6,52.4,64.1,65.8,31.8,70.7,40.4,-0.78,-3.1,3.67,0.56,-0.252,-1.142,0.598
2025-07-21,56.8,CONSTRUCTIVE,55.3,65.8,57.0,52.4,63.9,62.8,41.7,68.7,19.8,-1.43,3.2,3.67,0.53,-0.263,-1.081,0.870
2025-07-22,59.6,CONSTRUCTIVE,56.2,66.8,53.2,52.4,65.5,59.8,81.9,68.0,26.1,-1.89,14.7,3.67,0.52,-0.065,0.487,1.154
2025-07-23,62.4,CONSTRUCTIVE,63.0,54.3,80.4,52.4,65.6,63.5,34.5,68.0,77.7,-1.67,9.0,3.67,0.52,-0.575,0.554,0.479
2025-07-24,64.3,CONSTRUCTIVE,62.9,82.2,53.1,52.4,71.5,66.3,45.3,68.0,65.6,-2.99,-0.2,3.67,0.52,0.010,1.652,0.350
2025-07-25,61.2,CONSTRUCTIVE,65.5,49.3,67.2,52.4,73.4,66.9,40.8,66.0,75.2,-3.29,9.4,3.67,0.49,-0.191,1.759,0.374
2025-07-28,61.6,CONSTRUCTIVE,65.0,62.5,50.8,52.4,73.9,65.5,53.7,67.3,67.2,-3.66,4.7,3.67,0.51,1.318,1.972,0.428
2025-07-29,44.8,DEFENSIVE,59.4,2.9,36.7,52.4,63.9,64.3,50.0,65.3,40.2,1.32,-14.9,3.67,0.48,0.001,0.664,-0.484
2025-07-30,56.3,CONSTRUCTIVE,62.4,49.9,44.4,52.4,63.9,67.1,48.8,62.7,68.5,1.34,-6.0,3.67,0.44,0.511,-0.074,-0.930
2025-07-31,45.5,DEFENSIVE,54.9,20.4,33.7,52.4,63.4,68.8,24.9,62.0,51.8,2.62,-18.8,3.67,0.43,0.116,-1.281,-1.187
2025-08-01,39.0,DEFENSIVE,32.7,42.5,5.1,52.4,64.0,65.4,21.1,69.3,15.7,2.99,-22.3,3.67,0.54,0.017,-1.361,-0.336
2025-08-04,60.8,CONSTRUCTIVE,49.9,48.8,93.7,52.4,64.0,61.6,72.7,68.7,30.8,3.15,-0.7,3.67,0.53,0.018,-1.515,-0.766
2025-08-05,48.8,DEFENSIVE,47.8,48.7,29.9,52.4,64.0,60.5,37.8,66.7,44.4,3.21,4.1,3.67,0.50,-0.732,-1.140,-0.561
2025-08-06,67.4,RISK-ON,54.5,89.5,78.2,52.4,65.0,65.3,62.1,68.7,51.4,0.44,11.1,3.67,0.53,-0.703,-0.856,0.456
2025-08-07,63.1,CONSTRUCTIVE,55.8,88.7,46.5,52.4,62.4,68.6,79.6,67.3,35.0,-1.66,17.6,3.67,0.51,0.034,0.095,0.899
2025-08-08,58.7,CONSTRUCTIVE,64.3,47.5,79.7,48.9,62.5,69.4,39.5,67.3,24.1,-1.64,19.8,3.42,0.51,-0.138,1.039,0.690
2025-08-11,59.4,CONSTRUCTIVE,57.7,60.3,39.2,48.9,62.5,67.2,75.2,67.3,92.0,-2.05,-1.5,3.42,0.51,0.398,0.760,0.060
2025-08-12,59.7,CONSTRUCTIVE,66.7,22.6,88.0,48.9,61.7,70.8,67.6,71.3,53.1,-0.67,10.9,3.42,0.57,-0.447,0.586,0.145
2025-08-13,67.0,CONSTRUCTIVE,68.0,79.3,63.3,48.9,61.2,70.9,83.2,71.3,42.3,-1.86,-0.5,3.42,0.57,0.250,1.324,0.462
2025-08-14,52.4,CONSTRUCTIVE,66.1,32.0,51.3,48.9,62.2,71.4,9.4,70.0,67.7,-0.97,-10.7,3.42,0.55,0.977,0.802,0.171
2025-08-15,46.1,DEFENSIVE,64.6,5.4,37.5,48.9,57.6,71.4,38.6,72.0,49.3,1.54,-12.6,3.42,0.58,-0.414,-0.346,-0.803
2025-08-18,60.6,CONSTRUCTIVE,65.2,77.1,49.5,48.9,57.7,67.1,36.2,71.3,53.6,0.59,1.2,3.42,0.57,0.224,-0.695,-0.403
2025-08-19,47.4,DEFENSIVE,61.8,34.6,24.1,48.9,57.6,66.8,14.6,70.0,65.0,1.11,-12.3,3.42,0.55,0.284,-0.438,-0.196
2025-08-20,50.7,CONSTRUCTIVE,61.1,31.0,39.0,48.9,57.6,68.1,68.2,70.0,26.5,1.87,-16.2,3.42,0.55,-0.266,-0.851,-0.596
2025-08-21,53.5,CONSTRUCTIVE,55.6,66.8,31.4,48.9,57.6,68.3,27.4,69.3,55.5,0.87,1.1,3.42,0.54,-0.173,-0.626,-0.229
2025-08-22,68.1,RISK-ON,69.4,61.7,95.5,48.9,57.5,70.3,91.4,72.0,21.3,0.22,22.0,3.42,0.58,-0.763,-0.459,-0.053
2025-08-25,57.8,CONSTRUCTIVE,66.3,89.7,30.3,48.9,56.2,70.7,3.2,70.0,50.5,-1.71,-2.8,3.42,0.55,0.484,0.295,0.321
2025-08-26,55.8,CONSTRUCTIVE,67.3,21.6,68.4,48.9,55.1,69.2,71.1,76.7,37.5,-0.53,8.4,3.42,0.65,-0.132,0.243,-0.320
2025-08-27,59.2,CONSTRUCTIVE,66.0,59.2,60.9,48.9,55.3,70.6,42.2,76.7,36.2,-0.90,8.4,3.42,0.65,-0.039,0.257,-0.417
2025-08-28,60.9,CONSTRUCTIVE,68.3,52.8,64.2,48.9,63.9,70.7,67.1,73.3,27.0,-0.87,7.4,3.42,0.60,-0.005,0.400,-1.057
2025-08-29,48.7,DEFENSIVE,63.1,50.4,22.3,48.9,63.9,69.2,9.0,76.0,17.8,-0.74,-19.4,3.42,0.64,-0.011,0.408,-1.090
2025-09-02,50.7,CONSTRUCTIVE,52.1,50.9,21.8,48.9,65.6,64.1,82.8,74.7,6.1,-0.65,-7.0,3.42,0.62,0.432,0.026,-1.537
2025-09-03,52.2,CONSTRUCTIVE,57.1,21.0,71.9,48.9,64.5,60.0,57.2,74.0,17.3,0.82,-3.6,3.42,0.61,-0.118,-0.562,-2.365
2025-09-04,63.0,CONSTRUCTIVE,63.4,58.6,82.3,48.9,64.4,61.3,36.3,72.0,72.5,0.48,3.8,3.42,0.58,0.103,-0.672,-2.132
2025-09-05,51.7,CONSTRUCTIVE,64.1,42.3,36.4,48.9,64.4,64.1,49.0,72.7,17.5,0.89,-9.2,3.42,0.59,0.003,-1.451,-1.931
2025-09-08,59.0,CONSTRUCTIVE,64.5,49.8,59.7,48.9,67.2,65.2,69.5,70.7,31.1,0.88,10.3,3.42,0.56,-0.392,-1.492,-1.635
2025-09-09,63.3,CONSTRUCTIVE,64.9,76.3,62.2,48.9,69.2,66.8,42.2,69.3,45.9,-0.97,12.6,3.42,0.54,-0.157,-1.562,-1.582
2025-09-10,63.3,CONSTRUCTIVE,63.1,61.5,63.4,48.9,69.0,69.0,80.7,66.7,49.8,-1.68,11.1,3.42,0.50,-0.229,-1.813,-1.487
2025-09-11,67.7,RISK-ON,66.8,66.4,82.7,48.9,68.8,72.7,71.2,66.0,55.8,-2.77,4.7,3.42,0.49,-0.682,-1.469,-0.872
2025-09-12,64.8,CONSTRUCTIVE,66.5,89.8,47.8,48.9,67.4,74.0,58.2,66.7,38.5,-4.88,13.1,3.42,0.50,-0.038,-0.487,0.163
2025-09-15,58.4,CONSTRUCTIVE,61.1,52.9,70.6,48.9,68.3,71.3,40.5,67.3,22.1,-5.85,-0.6,3.42,0.51,-0.463,-0.145,-0.479
2025-09-16,62.0,CONSTRUCTIVE,57.1,82.1,43.8,48.9,67.8,71.1,69.1,68.7,44.2,-7.71,-1.3,3.42,0.53,-0.412,-0.021,-0.014
2025-09-17,61.9,CONSTRUCTIVE,60.9,78.0,45.3,48.9,73.9,72.0,44.6,69.3,56.7,-8.28,-1.5,3.42,0.54,0.120,0.332,0.153
2025-09-18,62.1,CONSTRUCTIVE,61.1,41.3,71.7,52.4,74.1,75.1,59.7,69.3,81.0,-6.94,-5.5,3.67,0.54,0.308,0.606,0.407
2025-09-19,55.1,CONSTRUCTIVE,62.5,26.4,72.6,52.4,73.7,74.6,30.1,71.3,25.6,-4.68,-9.7,3.67,0.57,0.305,0.653,0.260
2025-09-22,51.9,CONSTRUCTIVE,58.7,26.8,70.6,52.3,73.6,72.1,15.9,69.3,7.8,-2.88,-6.5,3.66,0.54,-0.339,-0.335,0.071
2025-09-23,55.4,CONSTRUCTIVE,55.4,74.7,24.3,52.3,73.4,72.2,39.6,72.7,21.2,-4.00,-6.5,3.66,0.59,-0.061,0.007,-0.109
2025-09-24,59.3,CONSTRUCTIVE,58.2,54.7,36.2,52.3,73.5,72.7,67.5,72.7,83.6,-3.95,-2.6,3.66,0.59,0.394,-0.178,0.229
2025-09-25,45.2,DEFENSIVE,54.7,22.2,26.7,52.3,75.1,72.4,8.1,69.3,46.2,-2.02,-16.9,3.66,0.54,0.355,-0.198,-0.459
2025-09-26,57.2,CONSTRUCTIVE,63.5,24.9,76.1,48.7,75.9,73.2,59.6,71.3,22.7,-0.54,2.1,3.41,0.57,-0.679,-0.390,-0.545
2025-09-29,67.4,RISK-ON,58.5,88.3,62.6,48.7,73.5,72.4,94.3,68.0,19.8,-2.36,15.5,3.41,0.52,0.002,0.407,0.892
2025-09-30,58.6,CONSTRUCTIVE,57.6,49.8,69.5,48.7,73.5,70.4,45.2,70.7,34.9,-2.19,3.2,3.41,0.56,-0.246,-0.117,0.541
2025-10-01,64.8,CONSTRUCTIVE,57.5,67.5,66.4,48.7,73.4,73.9,93.4,71.3,29.6,-2.60,5.5,3.41,0.57,0.374,0.408,1.040
2025-10-02,55.3,CONSTRUCTIVE,55.4,23.9,53.2,48.7,72.2,75.6,75.0,70.0,72.8,-1.23,10.1,3.41,0.55,0.161,-0.262,0.396
2025-10-03,54.7,CONSTRUCTIVE,55.3,38.5,50.3,48.7,73.4,76.8,69.9,70.0,20.4,-0.38,-2.5,3.41,0.55,0.116,-0.155,0.099
2025-10-06,58.3,CONSTRUCTIVE,57.0,41.7,68.2,48.7,73.2,74.3,78.7,72.0,9.8,0.30,-9.0,3.41,0.58,-0.519,0.483,-0.372
2025-10-07,55.1,CONSTRUCTIVE,51.6,81.8,30.9,48.7,72.2,72.4,15.5,71.3,28.8,-1.24,-3.5,3.41,0.57,0.278,0.658,0.337
2025-10-08,56.9,CONSTRUCTIVE,57.4,30.9,77.2,48.6,71.5,72.9,72.0,70.0,9.7,-0.04,-7.9,3.40,0.55,-0.296,0.630,0.248
2025-10-09,59.0,CONSTRUCTIVE,56.6,70.2,36.2,48.6,71.8,73.4,29.8,69.3,95.0,-0.82,3.7,3.40,0.54,0.269,0.660,0.575
2025-10-10,34.5,DEFENSIVE,26.1,30.7,0.3,48.6,71.2,67.3,1.5,68.7,28.7,0.16,-20.2,3.40,0.53,0.756,0.255,0.055
2025-10-13,51.5,CONSTRUCTIVE,40.6,10.1,96.4,48.6,67.8,67.3,74.1,68.7,1.6,2.43,-6.8,3.40,0.53,-0.346,-0.851,-0.560
2025-10-14,51.0,CONSTRUCTIVE,30.4,73.0,42.0,48.6,69.7,68.7,25.8,70.0,29.6,1.19,-4.0,3.40,0.55,0.250,-0.319,-0.374
2025-10-15,48.2,DEFENSIVE,31.3,33.4,69.8,48.6,69.4,72.7,23.8,70.0,25.0,1.80,-8.7,3.40,0.55,-0.266,-0.380,-0.428
2025-10-16,41.9,DEFENSIVE,12.4,67.7,21.4,48.4,70.3,67.6,21.7,72.0,4.6,0.89,-17.0,3.39,0.58,-0.134,-0.085,0.057
2025-10-17,57.2,CONSTRUCTIVE,30.6,59.2,74.6,48.4,71.3,69.8,29.7,70.7,93.2,0.48,22.7,3.39,0.56,-0.356,-0.199,0.516
2025-10-20,64.4,CONSTRUCTIVE,45.5,73.1,89.7,48.4,70.5,71.0,88.5,69.3,1.3,-0.65,12.9,3.39,0.54,0.189,0.294,1.031
2025-10-21,53.1,CONSTRUCTIVE,47.7,37.2,50.2,48.4,70.8,71.0,27.7,68.7,99.9,-0.09,2.1,3.39,0.53,0.189,-0.055,0.502
2025-10-22,48.6,DEFENSIVE,43.2,37.2,26.1,48.4,71.1,72.4,41.3,68.0,78.8,0.47,0.4,3.39,0.52,0.029,-0.048,1.310
2025-10-23,58.4,CONSTRUCTIVE,51.2,47.9,74.4,48.4,71.9,73.5,74.5,68.7,8.4,0.57,16.4,3.39,0.53,-0.249,0.142,0.820
2025-10-24,65.6,CONSTRUCTIVE,57.0,66.8,81.2,48.4,71.5,77.2,60.3,69.3,55.1,-0.21,8.4,3.39,0.54,0.137,0.717,0.885
2025-10-27,66.8,CONSTRUCTIVE,60.5,40.3,92.0,48.3,72.3,78.6,81.3,68.7,96.5,0.21,2.4,3.38,0.53,-0.160,0.735,0.136
2025-10-28,60.8,CONSTRUCTIVE,56.7,61.3,60.6,48.3,72.9,78.3,36.0,68.0,74.2,-0.43,7.7,3.38,0.52,0.195,0.557,-0.058
2025-10-29,51.4,CONSTRUCTIVE,53.6,36.4,49.8,48.3,75.5,79.3,20.4,66.0,37.4,0.21,2.8,3.38,0.49,0.219,1.358,-0.589
2025-10-30,46.4,DEFENSIVE,53.7,34.8,11.1,51.9,75.3,78.6,31.0,66.7,37.4,1.01,-12.0,3.63,0.50,0.323,0.677,-0.963
2025-10-31,56.0,CONSTRUCTIVE,50.4,28.3,63.1,52.0,75.3,78.8,63.7,67.3,63.6,2.50,-9.6,3.64,0.51,0.155,0.167,-1.136
2025-11-03,53.3,CONSTRUCTIVE,52.1,38.8,59.0,51.9,75.9,78.4,20.2,68.7,37.0,3.27,-13.5,3.63,0.53,-0.336,-0.595,-1.335
2025-11-04,50.9,CONSTRUCTIVE,40.7,73.0,8.0,51.9,75.1,77.8,9.4,68.0,82.6,1.36,-9.9,3.63,0.52,0.994,-0.611,-0.319
2025-11-05,50.1,CONSTRUCTIVE,46.8,5.4,68.2,51.9,69.8,74.7,74.1,69.3,27.3,4.60,-1.3,3.63,0.54,-0.454,-1.922,-1.794
